model_name,roc_auc,pr_auc,brier,log_loss,tpr_0,tpr_1,fpr_0,fpr_1,selection_rate_0,selection_rate_1,auc_roc_group0,auc_roc_group1,eo_gap_tpr,eo_gap_fpr,dp_diff,dp_ratio,target_acceptance_rate,threshold_fixed_r,tpr_0_fixed_r,tpr_1_fixed_r,fpr_0_fixed_r,fpr_1_fixed_r,selection_rate_0_fixed_r,selection_rate_1_fixed_r,auc_roc_group0_fixed_r,auc_roc_group1_fixed_r,eo_gap_tpr_fixed_r,eo_gap_fpr_fixed_r,dp_diff_fixed_r,dp_ratio_fixed_r
GLM,0.7719912646844234,0.33724653581604563,0.09267299402475082,0.3133621350106882,0.043478260869565216,0.1092436974789916,0.0034970129680897567,0.018403247631935047,0.008430195427257632,0.028770079117717572,0.7830323977496274,0.7689962588553688,0.06576543660942638,0.01490623466384529,0.020339883690459942,3.4127416577668312,0.02,0.47120047045759433,0.062111801242236024,0.13445378151260504,0.0053912283258050414,0.021380243572395128,0.012389832673393792,0.03428434428194677,0.7830323977496274,0.7689962588553688,0.072341980270369,0.015989015246590087,0.02189451160855298,2.7671353750861987
NN,0.7554412138326329,0.30888804589564267,0.09517036623761048,0.3218825664406947,0.0,0.0,0.0,0.0,0.0,0.0,0.7638541837301411,0.7436701879669324,0.0,0.0,0.0,,0.02,0.36671680212020874,0.08178053830227744,0.0819327731092437,0.009616785662246831,0.015155615696887685,0.018520883893217526,0.022776312634859745,0.7638541837301411,0.7436701879669324,0.0001522348069662588,0.005538830034640854,0.0042554287416422185,1.2297638042642547
ADV_NN,0.7680678211288599,0.33411390089025733,0.09276837230796875,0.31451145116186807,0.027950310559006212,0.07352941176470588,0.0018942153577152848,0.010554803788903925,0.00510920934985311,0.01774154878925917,0.776612609579559,0.7640071184089332,0.045579101205699676,0.00866058843118864,0.012632339439406061,3.4724646367777514,0.02,0.44336754083633423,0.06418219461697723,0.1323529411764706,0.005682646073145854,0.020568335588633288,0.012900753608379103,0.033325341644689525,0.776612609579559,0.7640071184089332,0.06817074655949336,0.014885689515487435,0.02042458803631042,2.5832089082799436
