experiment,scenario,bias_b,model_name,eo_gap_tpr,eo_gap_fpr,dp_diff,dp_ratio
measurement_bias,biased,35.0,GLM,0.06576543660942638,0.01490623466384529,0.020339883690459942,3.4127416577668312
measurement_bias,biased,35.0,ADV_NN,0.0,0.0,0.0,
measurement_bias,unbiased,0.0,GLM,0.012300572402874202,0.001395926500421845,-0.000938484954061368,0.951017341964357
measurement_bias,unbiased,0.0,ADV_NN,0.0072768237729874535,0.0005422184067572638,-0.000989717915235569,0.9385039558858788
